"filename", "language", "TypeScript", "TypeScript JSX", "JSON with Comments", "JSON", "JavaScript", "XML", "HTML", "PostCSS", "Log", "Markdown", "Shell Script", "MS SQL", "comment", "blank", "total"
"/Users/harleywilliams/websites/NTS Ltd website/nts-website/src/components/admin/palette/CommandPalette.tsx", "TypeScript JSX", 0, 180, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 21, 212
"/Users/harleywilliams/websites/NTS Ltd website/nts-website/src/components/admin/reviews/DeleteReviewButton.tsx", "TypeScript JSX", 0, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 48
"/Users/harleywilliams/websites/NTS Ltd website/nts-website/src/components/admin/reviews/ReviewForm.tsx", "TypeScript JSX", 0, 215, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 22, 245
"/Users/harleywilliams/websites/NTS Ltd website/nts-website/src/components/admin/shell/AdminShell.tsx", "TypeScript JSX", 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 33
"/Users/harleywilliams/websites/NTS Ltd website/nts-website/src/components/admin/shell/IconRail.tsx", "TypeScript JSX", 0, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 6, 62
"/Users/harleywilliams/websites/NTS Ltd website/nts-website/src/components/admin/shell/StatusBar.tsx", "TypeScript JSX", 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 13, 59
"/Users/harleywilliams/websites/NTS Ltd website/nts-website/src/components/admin/shell/TopBar.tsx", "TypeScript JSX", 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 12, 79
"/Users/harleywilliams/websites/NTS Ltd website/nts-website/src/components/admin/templates/AdminDetailPage.tsx", "TypeScript JSX", 0, 115, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 10, 134
"/Users/harleywilliams/websites/NTS Ltd website/nts-website/src/components/admin/templates/AdminListPage.tsx", "TypeScript JSX", 0, 203, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 12, 219
"/Users/harleywilliams/websites/NTS Ltd website/nts-website/src/components/admin/ui/Avatar.tsx", "TypeScript JSX", 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 65
"/Users/harleywilliams/websites/NTS Ltd website/nts-website/src/components/admin/ui/BlueprintBg.tsx", "TypeScript JSX", 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 1, 18
"/Users/harleywilliams/websites/NTS Ltd website/nts-website/src/components/admin/ui/BoldButton.tsx", "TypeScript JSX", 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 54
"/Users/harleywilliams/websites/NTS Ltd website/nts-website/src/components/admin/ui/BoldPanel.tsx", "TypeScript JSX", 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 39
"/Users/harleywilliams/websites/NTS Ltd website/nts-website/src/components/admin/ui/CornerBrackets.tsx", "TypeScript JSX", 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 29
"/Users/harleywilliams/websites/NTS Ltd website/nts-website/src/components/admin/ui/Sparkline.tsx", "TypeScript JSX", 0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 53
"/Users/harleywilliams/websites/NTS Ltd website/nts-website/src/components/admin/ui/StatusPill.tsx", "TypeScript JSX", 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 34
"/Users/harleywilliams/websites/NTS Ltd website/nts-website/src/components/careers/ApplicationForm.tsx", "TypeScript JSX", 0, 377, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 42, 429
"/Users/harleywilliams/websites/NTS Ltd website/nts-website/src/components/careers/JobCard.tsx", "TypeScript JSX", 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 69
"/Users/harleywilliams/websites/NTS Ltd website/nts-website/src/components/common/AnimatedHeading.tsx", "TypeScript JSX", 0, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 46
"/Users/harleywilliams/websites/NTS Ltd website/nts-website/src/components/common/ChatbotDemo.tsx", "TypeScript JSX", 0, 275, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 25, 312
"/Users/harleywilliams/websites/NTS Ltd website/nts-website/src/components/common/Counter.tsx", "TypeScript JSX", 0, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 62
"/Users/harleywilliams/websites/NTS Ltd website/nts-website/src/components/common/DuctWaves.tsx", "TypeScript JSX", 0, 153, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 20, 207
"/Users/harleywilliams/websites/NTS Ltd website/nts-website/src/components/common/EngineeringBackground.tsx", "TypeScript JSX", 0, 304, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 16, 356
"/Users/harleywilliams/websites/NTS Ltd website/nts-website/src/components/common/FaviconManager.tsx", "TypeScript JSX", 0, 93, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 15, 116
"/Users/harleywilliams/websites/NTS Ltd website/nts-website/src/components/common/Gallery.tsx", "TypeScript JSX", 0, 171, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 25, 201
"/Users/harleywilliams/websites/NTS Ltd website/nts-website/src/components/common/Lightbox.tsx", "TypeScript JSX", 0, 120, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 17, 142
"/Users/harleywilliams/websites/NTS Ltd website/nts-website/src/components/common/Parallax.tsx", "TypeScript JSX", 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 6, 39
"/Users/harleywilliams/websites/NTS Ltd website/nts-website/src/components/common/QuickEnquiryModal.tsx", "TypeScript JSX", 0, 171, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 12, 193
"/Users/harleywilliams/websites/NTS Ltd website/nts-website/src/components/common/RetellChatWidget.tsx", "TypeScript JSX", 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 11, 79
"/Users/harleywilliams/websites/NTS Ltd website/nts-website/src/components/common/ScrollProgress.tsx", "TypeScript JSX", 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 17
"/Users/harleywilliams/websites/NTS Ltd website/nts-website/src/components/common/StickyButton.tsx", "TypeScript JSX", 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 11, 77
"/Users/harleywilliams/websites/NTS Ltd website/nts-website/src/components/common/StickyButtonClient.tsx", "TypeScript JSX", 0, 83, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 14, 101
"/Users/harleywilliams/websites/NTS Ltd website/nts-website/src/components/common/Toast.tsx", "TypeScript JSX", 0, 89, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 9, 100
"/Users/harleywilliams/websites/NTS Ltd website/nts-website/src/components/common/ToastContainer.tsx", "TypeScript JSX", 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 64
"/Users/harleywilliams/websites/NTS Ltd website/nts-website/src/components/contact/ContactInfoCards.tsx", "TypeScript JSX", 0, 98, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 2, 106
"/Users/harleywilliams/websites/NTS Ltd website/nts-website/src/components/home/AboutSection.tsx", "TypeScript JSX", 0, 93, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 98
"/Users/harleywilliams/websites/NTS Ltd website/nts-website/src/components/home/AccreditationsCarousel.tsx", "TypeScript JSX", 0, 74, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 18, 98
"/Users/harleywilliams/websites/NTS Ltd website/nts-website/src/components/home/AccreditationsSection.tsx", "TypeScript JSX", 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 7, 71
"/Users/harleywilliams/websites/NTS Ltd website/nts-website/src/components/home/AccreditationsStrip.tsx", "TypeScript JSX", 0, 71, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 76
"/Users/harleywilliams/websites/NTS Ltd website/nts-website/src/components/home/ColorBends.css", "PostCSS", 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 1, 7
"/Users/harleywilliams/websites/NTS Ltd website/nts-website/src/components/home/ColorBends.tsx", "TypeScript JSX", 0, 192, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 25, 223
"/Users/harleywilliams/websites/NTS Ltd website/nts-website/src/components/home/Contact.tsx", "TypeScript JSX", 0, 315, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 25, 342
"/Users/harleywilliams/websites/NTS Ltd website/nts-website/src/components/home/ContactPageContent.tsx", "TypeScript JSX", 0, 367, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 33, 411
"/Users/harleywilliams/websites/NTS Ltd website/nts-website/src/components/home/FeaturedNews.tsx", "TypeScript JSX", 0, 198, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 26, 227
"/Users/harleywilliams/websites/NTS Ltd website/nts-website/src/components/home/GoogleReviewsPromo.tsx", "TypeScript JSX", 0, 141, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 13, 157
"/Users/harleywilliams/websites/NTS Ltd website/nts-website/src/components/home/GoogleReviewsSection.tsx", "TypeScript JSX", 0, 110, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 13, 130
"/Users/harleywilliams/websites/NTS Ltd website/nts-website/src/components/home/HeroCarousel.tsx", "TypeScript JSX", 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 12, 70
"/Users/harleywilliams/websites/NTS Ltd website/nts-website/src/components/home/HeroDesktop.tsx", "TypeScript JSX", 0, 71, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 9, 86
"/Users/harleywilliams/websites/NTS Ltd website/nts-website/src/components/home/HeroMobile.tsx", "TypeScript JSX", 0, 106, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 11, 125
"/Users/harleywilliams/websites/NTS Ltd website/nts-website/src/components/home/LatestProjects.tsx", "TypeScript JSX", 0, 205, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 27, 235
"/Users/harleywilliams/websites/NTS Ltd website/nts-website/src/components/home/QuickEnquiry.tsx", "TypeScript JSX", 0, 376, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 30, 421
"/Users/harleywilliams/websites/NTS Ltd website/nts-website/src/components/home/ServicesBento.tsx", "TypeScript JSX", 0, 271, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 19, 303
"/Users/harleywilliams/websites/NTS Ltd website/nts-website/src/components/home/ServicesGrid.tsx", "TypeScript JSX", 0, 259, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 26, 300
"/Users/harleywilliams/websites/NTS Ltd website/nts-website/src/components/home/Testimonials.tsx", "TypeScript JSX", 0, 190, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 24, 218
"/Users/harleywilliams/websites/NTS Ltd website/nts-website/src/components/home/WhyChooseNTS.tsx", "TypeScript JSX", 0, 138, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 9, 149
"/Users/harleywilliams/websites/NTS Ltd website/nts-website/src/components/layout/Footer.tsx", "TypeScript JSX", 0, 197, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 11, 219
"/Users/harleywilliams/websites/NTS Ltd website/nts-website/src/components/layout/NavBlobIndicator.tsx", "TypeScript JSX", 0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 7, 55
"/Users/harleywilliams/websites/NTS Ltd website/nts-website/src/components/layout/Navbar.tsx", "TypeScript JSX", 0, 251, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 27, 295
"/Users/harleywilliams/websites/NTS Ltd website/nts-website/src/components/layout/PageTransition.tsx", "TypeScript JSX", 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 29
"/Users/harleywilliams/websites/NTS Ltd website/nts-website/src/lib/admin/permissions.ts", "TypeScript", 83, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 9, 96
"/Users/harleywilliams/websites/NTS Ltd website/nts-website/src/lib/ai-schemas.ts", "TypeScript", 101, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 5, 108
"/Users/harleywilliams/websites/NTS Ltd website/nts-website/src/lib/animations.ts", "TypeScript", 287, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 51, 359
"/Users/harleywilliams/websites/NTS Ltd website/nts-website/src/lib/auth.ts", "TypeScript", 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 23
"/Users/harleywilliams/websites/NTS Ltd website/nts-website/src/lib/careers.ts", "TypeScript", 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 8, 58
"/Users/harleywilliams/websites/NTS Ltd website/nts-website/src/lib/constants.ts", "TypeScript", 175, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 7, 189
"/Users/harleywilliams/websites/NTS Ltd website/nts-website/src/lib/db.ts", "TypeScript", 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 12
"/Users/harleywilliams/websites/NTS Ltd website/nts-website/src/lib/email.ts", "TypeScript", 373, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 15, 399
"/Users/harleywilliams/websites/NTS Ltd website/nts-website/src/lib/rate-limit.ts", "TypeScript", 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 11, 57
"/Users/harleywilliams/websites/NTS Ltd website/nts-website/src/middleware.ts", "TypeScript", 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 9, 43
"/Users/harleywilliams/websites/NTS Ltd website/nts-website/tailwind.config.ts", "TypeScript", 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 55
"/Users/harleywilliams/websites/NTS Ltd website/nts-website/tsconfig.json", "JSON with Comments", 0, 0, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 43
"Total", "-", 3827, 17018, 53, 6572, 66, 100, 686, 86, 17, 1746, 67, 214, 838, 2821, 34111
